MALDIVES CUSTOMS SERVICE,,,,,
Tariff & Statistics Section,,,,,
,,,,,
,,,,,
Total Merchandise Exports in 2022 (Jan-Dec),,,* Subjected to Post Modification,, Updated on : 25/01/2023 
,,,,,
HSCODE,HS DESCRIPTION,UNIT,COUNTRY OF DESTINATION, QUANTITY , FOB(MVR) 
6204620000,"WOMEN/GIRL TROUSERS,BIBS AND BRACES OVERALLS... OF COTTON NOT KNITTED OR CROCHETED",NMB,GREAT BRITAIN, 99.00 ," 8,373.32 "
6204690000,"WOMEN/GIRL TROUSER,BIB AND BRACE OVERALL..OF OTHER TEXTILE MATERIAL NOT KNIT/CROCHE",NMB,MALAYSIA, 27.00 , 415.58 
6206300000,"WOMENS OR GIRLS BLOUSES, SHIRTS , ETC OF COTTON NOT KNITTED OR CROCHETED, NES",NMB,MALAYSIA, 30.00 , 461.76 
6207990000,"MEN'S OR BOYS' SINGLETS... DRESSING GOWNS, ETC, OF OTHER TEXTILES, NES",NMB,INDIA, 5.00 , 41.06 
6210400010,"SARONG (MUNDU) & LUNGIES (ANNA FOTHIGAN'DU),NOT KNITTED OR CROCHETED",NMB,CHINA, 10.00 ," 1,077.65 "
6210400010,"SARONG (MUNDU) & LUNGIES (ANNA FOTHIGAN'DU),NOT KNITTED OR CROCHETED",NMB,MALAYSIA, 3.00 , 21.55 
6211120000,WOMEN'S OR GIRLS' SWIMWEAR,NMB,MALAYSIA, 8.00 , 49.25 
6211420010,"WOMENS OR GIRLS GARMENTS OF COTTON, NOT KNITTED OR CROCHETED, NES",NMB,MALAYSIA, 6.00 , 49.26 
6216000010,GLOVES (NOT KNITTED OR CROCHETED),NMB,MALAYSIA, 2.00 , 3.08 
6301900000,"OTHER BLANKETS AND TRAVELLING RUGS, NES",NMB,MALAYSIA, 2.00 , 21.55 
6302310010,BEDSHEET OF COTTON (PLAIN),NMB,MALAYSIA, 10.00 , 307.75 
6302910000,"TOILET LINEN AND KITCHEN LINEN OF COTTON, NES",NMB,MALAYSIA, 5.00 , 41.55 
6302910000,"TOILET LINEN AND KITCHEN LINEN OF COTTON, NES",NMB,POLAND, 123.00 ," 2,309.05 "
6305200010,BAGS OF COTTON (NOT FOR PROLONG USE),NMB,UNITED ARAB EMIRATES," 11,800.00 "," 36,325.12 "
6306190011,TARPAULIN OF OTHER TEXTILE MATERIALS,NMB,INDIA, 4.00 , 153.38 
6307100010,CLEANING CLOTH OF TEXTILE MATERIALS,NMB,MALAYSIA, 8.00 , 123.14 
6307200011,LIFE-JACKET OF TEXTILE MATERIALS,NMB,INDIA, 5.00 , 119.75 
6307909013,FLAG OF TEXTILE MATERIALS,NMB,POLAND, 640.00 ," 5,336.39 "
6307909024,WRIST BAND (NOT KNITTED OR CROCHETED),NMB,UNITED ARAB EMIRATES," 5,000.00 "," 7,693.75 "
6307909029,MASKS  (OTHER THAN MEDICAL OR SURGICAL) OF TEXTILE MATERIALS,NMB,POLAND, 600.00 ," 2,308.12 "
6401990000,WATERPROOF FOOTWEAR (NOT COVERING THE ANKLE),NPR,SRI LANKA, 1.00 , 23.09 
6404200000,FOOTWEAR WITH LEATHER OR COMPOSITION LEATHER SOLES AND TEXTILE UPPERS,NPR,MALAYSIA, 6.00 , 110.81 
6405900012,SHOES (OF TEXTILE MATERIAL),NPR,MALAYSIA, 35.00 , 584.77 
6505000000,"HATS & OTHER HEADGEAR,KNITTED OR CROCHETED, MADE FROM LACE,ETC;HAIR-NETS OF ANY MATERIAL",NMB,GREAT BRITAIN, 18.00 , 346.00 
6505000000,"HATS & OTHER HEADGEAR,KNITTED OR CROCHETED, MADE FROM LACE,ETC;HAIR-NETS OF ANY MATERIAL",NMB,MALAYSIA, 4.00 , 24.63 
6505000000,"HATS & OTHER HEADGEAR,KNITTED OR CROCHETED, MADE FROM LACE,ETC;HAIR-NETS OF ANY MATERIAL",NMB,POLAND, 132.00 ," 1,381.18 "
6506100000,SAFETY HEADGEAR,NMB,GREAT BRITAIN, 38.00 ," 1,168.73 "
6506100000,SAFETY HEADGEAR,NMB,INDIA, 5.00 , 41.06 
6804220000,"MILLSTONES, ETC, OF OTHER AGGLOMERATED ABRASIVES OR OF CERAMICS",NMB,INDIA, 20.00 , 54.61 
6810910013,CONCRETE BEAMS,TNE,INDIA, 0.02 , 577.03 
7013101000,"GLASS-CERAMIC OBJECTS, USED FOR TABLE, KITCHEN... NES",NMB,MALAYSIA, 3.00 , 46.16 
7013370000,DRINKING GLASSES EXCL. LEAD CRYSTAL.,NMB,MALAYSIA, 25.00 , 384.69 
7204100000,WASTE AND SCRAP OF CAST IRON,KGM,BANGLADESH," 250,000.00 "," 346,223.72 "
7204100000,WASTE AND SCRAP OF CAST IRON,KGM,INDIA," 18,167,040.00 "," 39,078,784.67 "
7204210000,WASTE AND SCRAP OF STAINLESS STEEL,KGM,INDIA," 50,500.00 "," 215,720.20 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,INDIA," 15,087,858.00 "," 33,736,555.17 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,MALAYSIA," 100,000.00 "," 138,497.94 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,PAKISTAN," 25,000.00 "," 88,492.50 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,SRI LANKA," 89,760.00 "," 394,381.61 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,UNITED ARAB EMIRATES," 450,000.00 "," 1,613,256.30 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,VIETNAM," 14,000.00 "," 55,379.88 "
7304390000,"SEAMLESS IRON/STEEL TUBES/PIPES/PROFILES, OF CIRCULAR CROSS-SECTION, NES",MTR,INDIA, 45.00 ," 10,220.69 "
7307220000,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",NMB,INDIA, 4.00 ," 5,341.96 "
7307290000,"TUBE OR PIPE FITTINGS OF STAINLESS STEEL, NES",NMB,INDIA, 8.00 , 436.06 
7308900021,SWIVEL CLAMP (FOR TUBES & PIPES) OF IRON OR STEEL,NMB,INDIA, 11.00 ," 13,537.52 "
7315120010,CHAIN BLOCK IRON OR STEEL,NMB,INDIA, 1.00 , 888.27 
7318150010,BOLTS & NUTS OF IRON OR STEEL,KGM,INDIA, 1.00 , 588.75 
7318150014,"SCREW,NES (IRON OR STEEL)",NMB,INDIA, 100.00 , 34.08 
7321110010,"GAS COOKER (NON- ELECTRIC, DOMESTIC)",NMB,INDIA, 1.00 , 186.92 
7323911000,"TABLEWARE AND KITCHENWARE, OF CAST IRON, NOT ENAMELLED",NMB,MALAYSIA, 25.00 , 577.20 
7323931011,"TABLEWARE AND  KITCHENWARE OF STAINLESS STEEL, NES",NMB,INDIA, 6.00 , 181.15 
7326900019,LADDER OF IRON OR STEEL,NMB,UNITED ARAB EMIRATES, 1.00 ," 4,616.25 "
7404000000,COPPER WASTE AND SCRAP,KGM,INDIA," 233,302.00 "," 9,945,558.63 "
7404000000,COPPER WASTE AND SCRAP,KGM,MALAYSIA," 2,000.00 "," 21,536.62 "
7602000000,ALUMINIUM WASTE AND SCRAP,KGM,INDIA," 405,567.00 "," 4,977,822.65 "
7602000000,ALUMINIUM WASTE AND SCRAP,KGM,MALAYSIA," 5,000.00 "," 34,612.43 "
7610901100,MASTS (FOR SAILS),NMB,POLAND, 60.00 ," 4,163.86 "
7615100000,"TABLE,KITCHN OR HOUSEHOLD ARTCLS & PARTS;POT SCOURERS & SCORIN/POLISHN PADS,GLOVS OF ALU",NMB,INDIA, 3.00 , 369.83 
8201400010,AXE,NMB,INDIA, 12.00 , 277.35 
8202100000,HAND SAWS,NMB,INDIA, 4.00 , 43.75 
8203100010,FILE ( HAND TOOL ),NMB,INDIA, 4.00 , 136.87 
8203200012,PLIER ( INCLUDING CUTTING PLIER ),NMB,INDIA, 1.00 , 18.61 
8204110000,"HAND-OPERATED SPANNERS AND WRENCHES, NON-ADJUSTABLE",NMB,INDIA, 32.00 ," 27,131.27 "
8204120000,"HAND-OPERATED SPANNERS AND WRENCHES, ADJUSTABLE",NMB,INDIA, 2.00 , 59.68 
8205200000,HAMMERS AND SLEDGE HAMMERS,NMB,INDIA, 4.00 , 335.50 
8205400000,SCREWDRIVERS,NMB,INDIA, 7.00 , 193.44 
8205599015,CROW BAR,NMB,INDIA, 3.00 , 145.77 
8205900011,GRINDER (MANUAL),NMB,INDIA, 1.00 , 171.08 
8205900099,"OTHER HAND TOOLS,NES",NMB,INDIA, 7.00 ," 2,011.81 "
8206000000,"TOOLS OF TWO OR MORE OF 82.02 TO 82.05, PUT UP IN SETS FOR RETAIL SALE",NMB,GREAT BRITAIN, 1.00 , 307.56 
8206000000,"TOOLS OF TWO OR MORE OF 82.02 TO 82.05, PUT UP IN SETS FOR RETAIL SALE",NMB,INDIA, 1.00 , 421.21 
8207130000,"ROCK DRILLING OR EARTH BORING TOOLS, WITH WORKING PART OF CERMETS",NMB,INDIA, 103.00 ," 83,225.39 "
8211930000,KNIVES HAVING OTHER THAN FIXED BLADES,NMB,MALAYSIA, 4.00 , 30.78 
8212100000,RAZORS (NON-ELECTRIC),NMB,SRI LANKA, 1.00 , 15.39 
8214200011,MANICURE AND PEDICURE SET,NMB,MALAYSIA, 6.00 , 3.08 
8215990015,LADLE OF BASE METAL,NMB,MALAYSIA, 30.00 , 461.62 
8215990099,"CAKE SERVER, SKIMMER AND SIMILAR KITCHEN OR TABLEWARE OF BASE METAL",NMB,MALAYSIA, 12.00 , 184.70 
8304000099,OFFICE EQUIPMENT OF BASE METAL (NES),NMB,POLAND, 10.00 ," 3,006.72 "
8306290011,MEDAL OF BASE METAL,NMB,MALAYSIA, 3.00 , 30.78 
8306290013,CARVED OR DECORATING ARTICLES OF BASE METAL,NMB,MALAYSIA, 130.00 , 280.13 
8311300011,WELDING ROD (COATED) FOR WELDING BY FLAME,KGM,INDIA, 4.00 , 166.15 
8413200011,HAND PUMP FOR LIQUID NOT FITTED WITH MEASURING DEVICE,NMB,INDIA, 2.00 ," 1,864.23 "
8413811013,WATER PUMP (EXCLUDING MARINE ENGINE PUMP AND FIRE PUMP),NMB,SRI LANKA, 102.00 ," 50,679.96 "
8413811099,OTHER LIQUID PUMPS (NOT ELSEWHERE SPECIFIED),NMB,INDIA, 6.00 ," 2,157.14 "
8413911100,PUMP PARTS FOR LIQIUDS (EXL VEHICLE PUMP PARTS),NMB,INDIA, 86.00 ," 15,783.83 "
8414200000,HAND OR FOOT-OPERATED AIR PUMPS,NMB,MALAYSIA, 1.00 , 7.70 
8421231100,FUEL FILTER / OIL FILTER (FOR AUTO CYCLE MOTOR CYCLE & PASSENGER VEHICLES),NMB,INDIA, 10.00 ," 1,794.70 "
8421311000,"OTHER AIR FILTER (FOR INTERNAL COMBUSTION ENGINE), NES",NMB,INDIA, 4.00 ," 1,631.32 "
8421990099,PARTS OF MACHINERY...FOR FILTERING/PURIFYING LIQUIDS OR GASES,NMB,GREAT BRITAIN, 1.00 ," 3,699.95 "
8424200014,SPRAY GUNS & SIMILAR APPLIANCES,NMB,SEYCHELLES, 2.00 , 584.75 
8425190011,"HOIST, NES",NMB,INDIA, 2.00 , 726.77 
8430100000,PILE-DRIVERS AND PILE-EXTRACTORS,NMB,INDIA, 1.00 ," 1,225,461.90 "
8431100011,PARTS OF JACK & WINCH (FOR RAISING VEHICLES),NMB,INDIA, 25.00 ," 9,872.54 "
8431100099,PARTS OF MACHINERY OF 84.25,NMB,INDIA, 74.00 ," 64,445.10 "
8431490011,"PARTS OF BULLDOZER, EXCAVATOR & SHOWEL LOADER",NMB,MALAYSIA, 1.00 ," 2,231.84 "
8443320010,COMPUTER PRINTER,NMB,GREAT BRITAIN, 1.00 , 307.56 
8443320010,COMPUTER PRINTER,NMB,MALAYSIA, 1.00 , 307.75 
8464900011,"DRILLING MACHINE FOR STONE, CONCRETE, CERAMIC & GLASS",NMB,INDIA, 1.00 ," 244,779.40 "
8466910000,PARTS AND ACCESSORIES FOR MACHINES OF 84.64,NMB,INDIA, 272.20 ," 208,620.71 "
8468800010,"WELDING MACHINE, NES",NMB,INDIA, 1.00 ," 2,584.33 "
8470100010,CALCULATORS,NMB,MALAYSIA, 1.00 , 10.77 
8471500000,"PROCESSING UNITS OTHER THAN THOSE OF SUBHEADING 8471.41 OR 8471.49, WHETHER OR NOT...",NMB,MALAYSIA, 1.00 , 461.62 
8471700010,HARD DISK DRIVE,NMB,GREAT BRITAIN, 15.00 ," 30,199.32 "
8479899099,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NES",NMB,GREAT BRITAIN, 1.00 ," 3,137.11 "
8480790010,MOULD FOR PLASTIC,NMB,CHINA, 2.00 , 3.08 
8481809015,VALVE (OTHER THAN FOR MOTOR VEHICLES),NMB,INDIA, 4.00 , 718.28 
8481809015,VALVE (OTHER THAN FOR MOTOR VEHICLES),NMB,SEYCHELLES, 2.00 , 88.92 
8482109000,BALL BEARING,NMB,INDIA, 2.00 , 512.59 
8501639010,"GENERATOR AC, (OUTPUT 375KVA TO 750KVA)",NMB,GREAT BRITAIN, 2.00 ," 3,413.92 "
8502110000,"GENERATING SETS WITH COMPRESSION-IGNITION ENGINES, =<75 KVA",NMB,GREAT BRITAIN, 1.00 ," 6,151.20 "
8503009000,PARTS SUITABLE FOR USE SOLELY WITH MACHINES OF HEADING 85.01 TO 85.02 (EXCL.VEHICLES),NMB,SINGAPORE, 15.00 ," 268,802.11 "
8504401100,UNINTERRUPTIBLE POWER SUPPLY UNIT ,NMB,FRANCE, 2.00 ," 25,669.95 "
8504500000,"INDUCTORS, NES",NMB,GREAT BRITAIN, 2.00 , 670.48 
8505190000,PERMANENT MAGNETS AND ARTICLES BECOMING PERMANENT MAGNETS (EXCL. METAL),NMB,GREAT BRITAIN, 50.00 , 769.38 
8507809000,"OTHER ELECTRIC ACCUMULATORS, NOT ELSEWHERE SPECIFIED",NMB,INDIA, 1.00 ," 1,177.40 "
8516600010,COOKER ELECTRIC (DOMESTIC),NMB,SRI LANKA, 1.00 , 307.84 
8517140000,OTHER TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRELESS NETWORKS,NMB,GREAT BRITAIN, 2.00 ," 3,644.89 "
8517621000,"MODEM, ROUTER, HUB, NETWORK CARD, NETWORK SWITCH AND OTHET NETWORKING APPARATUS, NES",NMB,FRANCE, 1.00 ," 17,113.30 "
8518101000,MIKE (MICROPHONE),NMB,GREAT BRITAIN, 10.00 ," 11,767.25 "
8518300010,EARPHONE & HEADPHONES,NMB,GREAT BRITAIN, 1.00 , 307.56 
8523520000,SMART CARDS.,NMB,INDIA, 500.00 , 17.04 
8523800013,MEMORY STICK,NMB,GREAT BRITAIN, 59.00 ," 11,677.43 "
8527130000,RADIO BROADCAST RECEPT.APPARATUS COMB.WITH SOUND RECORDING/REPRO.APPARATUS,NMB,GREAT BRITAIN, 16.00 ," 1,230.24 "
8528520000,OTHER MONITORS CAPABLE OF DIRECTLY CONNECTING & DESIGNED FOR USE WITH AN ADP MACHINES,NMB,GREAT BRITAIN, 8.00 ," 3,165.56 "
8529101199,"AERIALS & AERIAL REFLECTORS OF ALL KINDS; PARTS SUITABLE FOR USE THEREWITH,NES",NMB,FRANCE, 2.00 ," 3,080.40 "
8538900000,"PARTS OF APPARATUS OF 85.35 TO 85.37, NES",NMB,INDIA, 17.00 ," 2,283.45 "
8544420016,USB CABLE (FITTED WITH CONNECTORS).,NMB,FRANCE, 2.00 ," 3,422.66 "
8549110000,WASTE AND SCRAP OF LEAD-ACID ACCUMULATORS; SPENT LEAD-ACID ACCUMULATORS,TNE,INDIA, 715.00 ," 4,498,208.24 "
8549120000,"OTHER WASTE & SCRAP OF PRIMARY CELLS,.....CONTAINING LEAD, CADMIUM OR MERCURY",TNE,INDIA, 180.00 ," 1,107,216.00 "
8549210000,"ELECTRONIC WASTES USED PRIMARILY FOR RECOVERY OF PRECIOUS METAL, CONTAINING CD, HG...",KGM,PAKISTAN," 100,000.00 "," 615,500.00 "
9006309010,CAMERA (UNDER WATER),NMB,GREAT BRITAIN, 5.00 ," 2,274.71 "
9006990000,PARTS AND ACCESSORIES FOR PHOTOGRAPHIC FLASHLIGHT APPARATUS,NMB,GREAT BRITAIN, 30.00 ," 20,194.39 "
9007100000,CINEMATOGRAPHIC CAMERAS,NMB,GREAT BRITAIN, 23.00 ," 35,911.01 "
9007910000,PARTS AND ACCESSORIES FOR CINEMATOGRAPHIC CAMERAS,NMB,MALAYSIA, 3.00 , 138.53 
9011100000,STEREOSCOPIC MICROSCOPES,NMB,SRI LANKA, 1.00 , 15.39 
9012100000,MICROSCOPES (EXCL. OPTICAL MICROSCOPES) AND DIFFRACTION APPARATUS,NMB,GREAT BRITAIN, 2.00 ," 3,690.72 "
9015800010,GEOPHYSICAL INSTRUMENT,NMB,FRANCE, 1.00 ," 1,711.33 "
9015800010,GEOPHYSICAL INSTRUMENT,NMB,GREAT BRITAIN, 6.00 ," 20,418.91 "
9015800012,WIND DIRECTION & SPEED INDICATORS,NMB,GREAT BRITAIN, 1.00 ," 25,373.70 "
9015900000,PARTS AND ACCESSORIES OF SURVEYING... INSTRUMENTS/APPARATUS OF 90.15,NMB,GREAT BRITAIN, 5.00 ," 13,105.13 "
9015900000,PARTS AND ACCESSORIES OF SURVEYING... INSTRUMENTS/APPARATUS OF 90.15,NMB,INDIA, 14.00 ," 393,732.88 "
9017209014,TEMPLATE,NMB,CHINA, 3.00 , 126.96 
9017809011,MEASURING TAPE (OTHER THAN TAILOR'S TAPE),NMB,INDIA, 3.00 , 20.61 
9027899099,"OTHER INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS, NES",NMB,GREAT BRITAIN, 1.00 ," 22,085.88 "
9032100000,THERMOSTATS,NMB,GREAT BRITAIN, 1.00 , 307.56 
9503000015,"TOYS (ELECTRIC TRAIN, WORKING MODEL OR INCORPORATING A MOTOR).",NMB,MALAYSIA, 1.00 , 30.78 
9503000099,"TOYS, NES.",NMB,MALAYSIA, 2.00 , 338.52 
9503000099,"TOYS, NES.",NMB,UNITED ARAB EMIRATES, 710.00 ," 1,092.83 "
9504400000,PLAYING CARDS,NMB,UNITED ARAB EMIRATES, 250.00 , 384.80 
9504500010,PLAY STATION,NMB,MALAYSIA, 1.00 , 7.70 
9504500011,VIDEO GAME PARTS & ACCESSORIES,NMB,MALAYSIA, 9.00 , 126.22 
9504900099,ARTICLES & ACCESSORIES FOR INDOOR GAMES (NOT SPECIFIED),NMB,MALAYSIA, 1.00 , 7.70 
9506620011,FOOT BALL,NMB,MALAYSIA, 1.00 , 15.39 
9603900099,"OTHER BRUSHES & BROOMS, NES",NMB,INDIA, 3.00 , 9.23 
9608991000,OTHER PEN AND PENCILS,NMB,MALAYSIA, 16.00 , 320.15 
9609100010,COLOUR PENCIL,NMB,MALAYSIA, 3.00 , 32.32 
9609901011,STATIONERY SET,NMB,MALAYSIA, 4.00 , 61.56 
9617000012,"VACUUM FLASKS AND OTHER VACUUM VESSELS, COMPLETE",NMB,GREAT BRITAIN, 50.00 , 769.38 
9619000012,NAPKINS FOR BABIES (DIAPERS) DISPOSABLE,NMB,SRI LANKA, 3.00 , 41.56 
,Total,,,," 2,446,819,726.59 "
,,,,,
